datetime,year,month,day,hour,day of week,total,place,angbutter,plain bread,jam,croissant,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,gateau chocolat,pandoro,cheese cake,orange pound,wiener,tiramisu,merinque cookies,americano,caffe latte,milk tea,lemon ade,vanila latte,berry ade,food items,drinks
2019-09-23 12:08,2019,09,23,12,Mon,15800,?? 2?,1,,,,1,,,,,,,,,,,,,,1,,,,,,
2019-09-23 12:43,2019,09,23,12,Mon,15000,?? 3?,,,,,1,,,,,,,,,,,,,1,1,,,,,,
2019-09-23 13:22,2019,09,23,13,Mon,18300,??,1,,,,,,2,,,,,,,,,,,,1,,,,,,
2019-09-23 13:41,2019,09,23,13,Mon,24600,?? 3?,2,,,,1,1,,,,,,,,1,,,,,,,,,,,
2019-09-23 14:02,2019,09,23,14,Mon,16400,???,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23 15:25,2019,09,23,15,Mon,24900,?? 3?,1,1,1,,,,1,,,,,,,,,,,,,,,,,,
2019-09-23 15:54,2019,09,23,15,Mon,20500,???,,,,4,1,,,,,,,,,,,,,,,,,,,,
2019-09-23 16:13,2019,09,23,16,Mon,22300,?? 3?,1,1,,,,1,1,,,,,,,1,,,,,,,,,,,
2019-09-25 11:05,2019,09,25,11,Wed,14800,??,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-09-25 12:21,2019,09,25,12,Wed,21500,??,,,,2,,,1,,,,,,,,,,,,,,,2,,,
2019-09-25 13:12,2019,09,25,13,Wed,49700,???,9,,,,,,,,,,,,,1,,,,,,,,,,,
2019-09-25 15:18,2019,09,25,15,Wed,26300,???,,1,,,1,,1,2,,,1,,,,,,,,,,,,,,
2019-09-25 15:39,2019,09,25,15,Wed,17800,?? 2?,1,1,,,,1,1,,,,,,,,,,,,,,,,,,
2019-09-25 16:10,2019,09,25,16,Wed,17300,????,1,,,,,,,,,,,,,,1,,,2,,,,,,,
2019-09-26 11:48,2019,09,26,11,Thur,14500,?? 1?,,,,1,,,,,,,,,,,2,,,1,,,,,,,
2019-09-26 14:23,2019,09,26,14,Thur,24800,?? 2?,1,,,,,,,,,,,,,2,,,,,,,,1,1,,
2019-09-26 14:45,2019,09,26,14,Thur,14800,??,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2019-09-27 12:30,2019,09,27,12,Fri,21300,????,1,,,,,,,,,,,,,,2,,,1,1,,,,,,
2019-09-27 13:07,2019,09,27,13,Fri,15800,?? 1?,1,,,,,,,,,,,,,1,,,,,,,,1,,,
2019-09-27 13:13,2019,09,27,13,Fri,16400,??,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27 14:35,2019,09,27,14,Fri,19600,???,2,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-09-27 14:42,2019,09,27,14,Fri,16400,???,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27 15:42,2019,09,27,15,Fri,14800,???,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2019-09-27 16:12,2019,09,27,16,Fri,36100,?? 2?,2,,,3,,,2,,,,,,,,1,,,,,1,,,,,
2019-09-28 11:11,2019,09,28,11,Sat,28700,???,4,1,,,,,,,,,,,,,,,,1,,,,,,,
2019-09-28 11:27,2019,09,28,11,Sat,14300,??,1,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-09-28 12:23,2019,09,28,12,Sat,18000,??,,1,,,1,,1,,,,,1,,,,,,,,,,,,,
2019-09-28 12:27,2019,09,28,12,Sat,21800,????,1,1,,1,,,1,,,,,,,,,,,,,,,1,,,
2019-09-28 12:37,2019,09,28,12,Sat,21800,?? 3?,1,,,1,,,1,,,,,,,,,,,1,,,,,,,
2019-09-28 12:41,2019,09,28,12,Sat,22100,???,2,1,,1,,,1,,,,,,,,,,,,,,,,,,
2019-09-28 12:52,2019,09,28,12,Sat,41400,????,3,,,2,2,2,,,,,,,,,,,,,,,,,,,
2019-09-28 13:36,2019,09,28,13,Sat,14800,???,1,,,,,,1,,,,,,,,,,,,1,,,,,,
2019-09-28 13:52,2019,09,28,13,Sat,27100,?? 2?,1,,,1,1,,,,,,1,,,,,,,1,,1,,,,,
2019-09-28 14:07,2019,09,28,14,Sat,25800,?? 2?,1,2,2,,,,,,,,,,,1,,,,,,,,1,,,
2019-09-28 15:11,2019,09,28,15,Sat,20100,????,2,,,,,,,,,,,,,,3,,,,,,,,,,
2019-09-28 16:01,2019,09,28,16,Sat,15300,?? 1?,1,,,,,,,,,,,1,,,,,,1,,,,,,,
2019-09-28 16:12,2019,09,28,16,Sat,15800,?? 3?,1,,,,1,,,,,,,,,1,,,,,,,,,,,
2019-09-29 11:03,2019,09,29,11,Sun,24400,??,2,,,,,,,1,,,1,,,,,,,,,1,,,,,
2019-09-29 11:06,2019,09,29,11,Sun,18800,???,1,,,1,,,1,,,,,,,,2,,,,,,,,,,
2019-09-29 11:17,2019,09,29,11,Sun,14800,?? 3?,1,,,,1,,1,,,,,,,,,,,,,,,,,,
2019-09-29 11:30,2019,09,29,11,Sun,17000,?? 2?,,,,1,,2,1,,,,,,,,,,,,,,,,,,
2019-09-29 11:39,2019,09,29,11,Sun,23100,?? 2?,2,,,,1,,,,,,,,,,1,,,,1,,,,,,
2019-09-29 11:49,2019,09,29,11,Sun,17300,?? 1?,1,,,1,1,,,,,,,,,,1,,,,,,,,,,
2019-09-29 12:00,2019,09,29,12,Sun,14800,??,1,,,1,,,,,,,,,,1,,,,,,,,,,,
2019-09-29 12:13,2019,09,29,12,Sun,23800,???,1,,,,,,1,,,,,1,,,,,,,,1,,1,,,
2019-09-29 13:50,2019,09,29,13,Sun,15300,????,1,,,,,,1,,,,,,,,,,,1,,,,,,,
2019-09-29 13:59,2019,09,29,13,Sun,15300,?? 1?,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019-09-29 14:02,2019,09,29,14,Sun,29900,?? 2?,3,,,,,,,,,,,,,2,,,,,,,,1,,,
2019-09-29 15:05,2019,09,29,15,Sun,19600,?? 2?,1,,,,1,,,,,,1,,,1,,,,,,,,,,,
2019-09-29 15:22,2019,09,29,15,Sun,27800,???,1,,,3,,,3,,,,,,,,,,,,,,,,,,
2019-09-29 15:31,2019,09,29,15,Sun,14800,?? 3?,1,,,,,1,,,,,,,,,,,1,,,,,,,,
2019-09-30 12:35,2019,09,30,12,Mon,18600,??,2,,,,1,,,,,,,,,,1,,,,,,,,,,
2019-09-30 12:47,2019,09,30,12,Mon,17300,???,1,1,,,,,,,,,,,,1,1,,,,,,,,,,
2019-09-30 13:03,2019,09,30,13,Mon,18600,?? 3?,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-09-30 13:43,2019,09,30,13,Mon,27600,???,2,,,2,1,,,,,,,,,1,,,,,,,,,,,
2019-09-30 15:17,2019,09,30,15,Mon,15500,????,,,,,,1,,,,,,,,,,,,1,,,,1,,,
2019-09-30 16:04,2019,09,30,16,Mon,16000,?? 1?,,3,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-02 11:58,2019,10,02,11,Wed,19300,???,1,,,,,1,,,,,,1,,,,,,1,,,,,,,
2019-10-02 12:35,2019,10,02,12,Wed,15500,?? 3?,,,,,1,,,,,,,,,,,,,,1,,,1,,,
2019-10-02 14:16,2019,10,02,14,Wed,17000,?? 3?,,1,,2,,,,,,,,,,,,,,,,,,1,,,
2019-10-02 14:18,2019,10,02,14,Wed,16000,?? 2?,,1,,1,,,2,,,,,,,,,,,,,,,,,,
2019-10-02 15:57,2019,10,02,15,Wed,24500,??,,2,1,,,,,,,,,,,2,2,,,,,,,,,,
2019-10-02 16:12,2019,10,02,16,Wed,15000,??,,1,,1,,,1,,,,,,,,1,,,,,,,,,,
2019-10-03 11:07,2019,10,03,11,Thur,17800,???,1,,,,,,,1,,,,,,,1,,,1,,,,,,,
2019-10-03 11:20,2019,10,03,11,Thur,14300,?? 2?,1,,,,,,1,,,,,,,,,,,1,,,,,,,
2019-10-03 11:53,2019,10,03,11,Thur,18300,?? 1?,1,1,1,,,1,,,,,,,,,1,,,,,,,,,,
2019-10-03 12:05,2019,10,03,12,Thur,16100,?? 2?,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-03 12:12,2019,10,03,12,Thur,22300,?? 1?,1,1,,,,1,1,,,,,,,,,,,,,,,1,,,
2019-10-03 12:17,2019,10,03,12,Thur,28300,?? 2?,1,2,2,,,,,,,,,,,1,,,,,,,,1,,,
2019-10-03 12:28,2019,10,03,12,Thur,15800,???,1,,,,,,,,,,,1,,,,,,,,,,1,,,
2019-10-03 12:54,2019,10,03,12,Thur,14300,???,1,,,,1,,,,,,,,,,2,,,,,,,,,,
2019-10-03 13:17,2019,10,03,13,Thur,24000,?? 1?,,1,,,2,,,,,,,,,,2,,,,,,,1,,,
2019-10-03 13:42,2019,10,03,13,Thur,18800,??,1,1,,,,,,,,,,,,,,,,1,,1,,,,,
2019-10-03 14:20,2019,10,03,14,Thur,19600,?? 1?,2,,,,1,,1,,,,,,,,,,,,,,,,,,
2019-10-03 14:25,2019,10,03,14,Thur,22800,???,1,,,2,,,,,,,,1,,,,,,,,,,1,,,
2019-10-03 14:34,2019,10,03,14,Thur,14800,???,1,,,,,,1,,,,,,,,,,,,,,1,,,,
2019-10-03 14:44,2019,10,03,14,Thur,19300,?? 3?,,,,,1,,,1,,,1,,,1,,,,,,,,,,,
2019-10-03 14:50,2019,10,03,14,Thur,21800,?? 2?,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,
2019-10-03 14:50,2019,10,03,14,Thur,15400,?? 2?,2,,,,,,,,,,1,,,,,,,,,,,,,,
2019-10-03 15:53,2019,10,03,15,Thur,16000,????,,,,,,,,,,,,1,,,,,,1,1,,,,,,
2019-10-04 12:29,2019,10,04,12,Fri,15100,?? 3?,2,,,,,,1,,,,,,,,,,,,,,,,,,
2019-10-04 14:26,2019,10,04,14,Fri,32900,??,3,,,,,,,,,,,2,,,3,,,,,,,,,,
2019-10-05 12:39,2019,10,05,12,Sat,31800,???,1,,,1,2,,1,1,,,,,,1,,,,,,,,,,,
2019-10-05 13:34,2019,10,05,13,Sat,15300,??,1,,,,1,,,,,,,,,,,,1,,,,,,,,
2019-10-05 14:19,2019,10,05,14,Sat,15800,?? 1?,1,,,,,1,,,,,,,,,2,,,,,,,,,,
2019-10-05 15:00,2019,10,05,15,Sat,15500,?? 1?,,,,,,,,1,,,,,,1,,,,,1,,,,,,
2019-10-05 11:03,2019,10,05,11,Sat,20900,???,3,,,,,,,,,,,,,1,,,,,,,,,,,
2019-10-06 11:08,2019,10,06,11,Sun,15800,???,,,,1,,,,,,,1,,,,1,,,1,,,,,,,
2019-10-06 11:25,2019,10,06,11,Sun,21300,?? 2?,1,2,2,,,,,,,,,,,1,,,,,,,,,,,
2019-10-06 11:58,2019,10,06,11,Sun,18300,?? 3?,1,1,,1,,,,,,,,,,1,,,,,,,,,,,
2019-10-06 12:05,2019,10,06,12,Sun,15300,?? 3?,1,,,,,1,,,,,,,,,,,,,1,,,,,,
2019-10-06 12:31,2019,10,06,12,Sun,16300,???,1,1,,,,,1,,,,,,,,1,,,,,,,,,,
2019-10-06 12:51,2019,10,06,12,Sun,25300,?? 3?,1,,,1,,,2,,,,,,,,,,,2,,,,,,,
2019-10-06 13:51,2019,10,06,13,Sun,19300,???,1,1,,,1,,,,,,,,,,,,,,,,1,,,,
2019-10-07 11:12,2019,10,07,11,Mon,19800,???,1,,,,,,,,,,,,,1,,,,1,,1,,,,,
2019-10-07 12:00,2019,10,07,12,Mon,16100,?? 3?,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-07 12:24,2019,10,07,12,Mon,17300,?? 2?,1,1,,,,,,,,,,1,,,1,,,,,,,,,,
2019-10-07 13:31,2019,10,07,13,Mon,15100,???,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2019-10-07 15:41,2019,10,07,15,Mon,15600,?? 1?,2,,,,,1,,,,,,,,,,,,,,,,,,,
2019-10-07 16:12,2019,10,07,16,Mon,17300,????,1,1,1,,,,,,,,,,,,,,,,,,,1,,,
2019-10-07 16:49,2019,10,07,16,Mon,16100,?? 2?,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-09 11:09,2019,10,09,11,Wed,14300,???,1,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-10-09 11:18,2019,10,09,11,Wed,16100,???,1,,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-09 11:21,2019,10,09,11,Wed,14800,?? 2?,1,,,,,2,,,,,,,,,,,,,,,,,,,
2019-10-10 12:02,2019,10,10,12,Thur,15100,???,2,,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-10 12:08,2019,10,10,12,Thur,18300,??,1,1,,,,,1,,,,,,,,,,,,1,,,,,,
2019-10-10 12:49,2019,10,10,12,Thur,18600,?? 1?,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-10-10 13:05,2019,10,10,13,Thur,68100,????,7,,,,7,,,,,,,,,,,,,,,,,,,,
2019-10-10 14:32,2019,10,10,14,Thur,16400,?? 2?,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-11 11:18,2019,10,11,11,Fri,14800,???,1,,,1,1,,,,,,,,,,,,,,,,,,,,
2019-10-11 11:24,2019,10,11,11,Fri,17300,??,1,1,,1,,,1,,,,,,,,,,,,,,,,,,
2019-10-11 11:34,2019,10,11,11,Fri,14800,?? 3?,1,1,,,,,,1,,,,,,,,,,,,,,,,,
2019-10-11 12:38,2019,10,11,12,Fri,15100,?? 2?,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2019-10-11 14:09,2019,10,11,14,Fri,20800,?? 3?,1,1,1,,,,,1,,,,,,1,,,,,,,,,,,
2019-10-11 14:29,2019,10,11,14,Fri,15500,?? 1?,,,,,,,,,,,,,,1,2,,,1,,,,,,,
2019-10-11 15:00,2019,10,11,15,Fri,14800,????,,,,,,,,,,,1,1,,1,,,,,,,,,,,
2019-10-12 11:07,2019,10,12,11,Sat,20500,???,,,,1,,,1,,,,,,,,1,,,,1,,,,1,,
2019-10-12 11:40,2019,10,12,11,Sat,15100,?? 3?,2,1,,,,,,,,,,,,,,,,,,,,,,,
2019-10-12 12:00,2019,10,12,12,Sat,17300,?? 1?,1,,,1,,,2,,,,,,,,,,,,,,,,,,
2019-10-12 12:38,2019,10,12,12,Sat,15800,????,1,,,,,2,,,,,,,,,,,,,,,,,,,
2019-10-12 13:02,2019,10,12,13,Sat,19300,???,1,,,,,,,,,,,,,,,,,2,1,,,,,,
2019-10-12 13:11,2019,10,12,13,Sat,23800,?? 1?,1,,,1,1,,,,,,,,,,,,,,,,,2,,,
2019-10-12 13:23,2019,10,12,13,Sat,15300,??,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-10-12 15:22,2019,10,12,15,Sat,26000,?? 2?,5,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-13 11:08,2019,10,13,11,Sun,14500,???,,,,,1,,,,,,,,,,,,,2,,,,,,,
2019-10-13 11:10,2019,10,13,11,Sun,14500,?? 1?,,1,,,,,,1,,,,,,,,,,,1,,,,,,
2019-10-13 11:18,2019,10,13,11,Sun,22800,?? 2?,1,,,,,2,,,,,,,,,,,,2,,,,,,,
2019-10-13 11:20,2019,10,13,11,Sun,25800,???,,,,2,,,,2,,,1,,,,,,,1,,,,,,,
2019-10-13 11:30,2019,10,13,11,Sun,15000,?? 2?,,1,1,1,,,,,,,,,,1,,,,,,,,,,,
2019-10-13 12:55,2019,10,13,12,Sun,18500,?? 1?,,1,,,,1,,,,,,,,,2,,,1,,,,,,,
2019-10-13 13:01,2019,10,13,13,Sun,14800,??,1,,,1,,,,,,,,,,,,,,,,,,1,,,
2019-10-13 13:07,2019,10,13,13,Sun,17300,?? 2?,,1,,1,,,,,,,1,,,1,,,,,,,,,,,
2019-10-13 13:15,2019,10,13,13,Sun,41100,?? 1?,2,2,,,2,,,,,,,1,,2,,,,,,,,,,,
2019-10-13 13:48,2019,10,13,13,Sun,21500,???,,,,,,,1,,,,,1,,,1,,,,,2,,,,,
2019-10-13 14:32,2019,10,13,14,Sun,15600,?? 3?,1,,,,,,,,,,1,,,,2,,,,,,,,,,
2019-10-13 14:42,2019,10,13,14,Sun,22800,???,1,1,1,,,,,,,,,,,1,,,,1,,,1,,,,
2019-10-13 14:48,2019,10,13,14,Sun,21300,?? 2?,1,2,2,,,,,,,,,,,,,,,,,,,1,,,
2019-10-13 14:54,2019,10,13,14,Sun,27600,?? 3?,1,,,,,,,,,,1,,,1,,,,2,,,,,1,,
2019-10-14 11:08,2019,10,14,11,Mon,26000,???,,,,2,,,1,,,,,,,1,,,,,1,,,1,,,
2019-10-14 11:26,2019,10,14,11,Mon,26900,??,3,,,,,,3,,,,,,,,,,,,,,,,,,
2019-10-14 11:40,2019,10,14,11,Mon,14800,?? 3?,1,,,1,,,,,,,,,,1,,,,,,,,,,,
2019-10-14 12:09,2019,10,14,12,Mon,14800,?? 2?,1,,,1,,,,,,,,,,,,,,,,1,,,,,
2019-10-14 12:21,2019,10,14,12,Mon,17300,?? 3?,1,,,,1,,1,,,,,,,,1,,,,,,,,,,
2019-10-14 13:22,2019,10,14,13,Mon,14500,?? 3?,,1,,,1,,,,,,,1,,,,,,,,,,,,,
2019-10-14 13:47,2019,10,14,13,Mon,18300,?? 1?,1,,,1,,,1,,,,,,,,,,,,,1,,,,,
2019-10-14 13:56,2019,10,14,13,Mon,16400,??,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14 15:21,2019,10,14,15,Mon,28500,???,,,,,2,1,,2,,,,1,,,,,,,,,,,,,
2019-10-16 11:09,2019,10,16,11,Wed,22800,?? 2?,1,1,,1,,,,,,,,1,,,,,,,,,,1,,,
2019-10-16 11:12,2019,10,16,11,Wed,28900,??,3,1,,,1,,,,,,,,,1,,,,,,,,,,,
2019-10-16 11:48,2019,10,16,11,Wed,15500,??,,,,,,,,1,,,,1,,,,,,,,,,1,,,
2019-10-16 12:15,2019,10,16,12,Wed,22000,?? 1?,,,,,,,5,,,,,,,,1,,,,,,,,,,
2019-10-16 13:03,2019,10,16,13,Wed,23300,???,1,,,,1,,1,,,,,,,1,,,,1,,,,,,,
2019-10-16 14:31,2019,10,16,14,Wed,20300,?? 2?,1,,,,,,,1,,,,1,,,,,,,,,,1,,,
2019-10-16 15:01,2019,10,16,15,Wed,15600,???,2,,,,,,,,,,,,,,,,,1,,,,,,,
2019-10-17 11:47,2019,10,17,11,Thur,14800,?? 1?,1,,,1,,,,1,,,,,,,,,,,,,,,,,
2019-10-17 12:35,2019,10,17,12,Thur,14800,???,1,,,,,,1,,,,,,,,,,,,,,,1,,,
2019-10-17 12:48,2019,10,17,12,Thur,15800,?? 1?,1,,,,,,,1,,,,,,,,,,,1,,,,,,
2019-10-17 12:49,2019,10,17,12,Thur,15300,?? 3?,1,1,,,,,,,,,,,,,2,,,,,,,,,,
2019-10-17 13:05,2019,10,17,13,Thur,18300,????,1,1,,,,,2,,,,,,,,,,,,,,,,,,
2019-10-17 13:16,2019,10,17,13,Thur,24800,?? 1?,1,1,,1,1,1,,,,,,,,,1,,,,,,,,,,
2019-10-17 13:50,2019,10,17,13,Thur,32300,???,1,1,1,1,1,,1,,,,,,,,,,,,,,,2,,,
2019-10-17 14:45,2019,10,17,14,Thur,16300,?? 3?,1,1,1,,1,,,,,,,,,,,,,,,,,,,,
2019-10-17 15:41,2019,10,17,15,Thur,18600,???,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-10-17 16:00,2019,10,17,16,Thur,15800,??,1,,,,,,,,,,,,,,,,,,,,,2,,,
2019-10-18 11:43,2019,10,18,11,Fri,51900,???,8,,,,,,,1,,,,1,,,1,,,,,,,,,,
2019-10-18 12:08,2019,10,18,12,Fri,17000,??,,,,2,,,1,,,,,,,,,,,,,,,1,,,
2019-10-18 13:57,2019,10,18,13,Fri,15300,?? 1?,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019-10-19 11:09,2019,10,19,11,Sat,15000,???,,1,1,,1,,1,,,,,,,,,,,,,,,,,,
2019-10-19 11:13,2019,10,19,11,Sat,29000,???,,,,1,,,2,1,,,,,,,,,,2,,,,,,,
2019-10-19 11:17,2019,10,19,11,Sat,29100,???,2,1,,2,,,2,,,,,,,,,,,,,,,,,,
2019-10-19 11:24,2019,10,19,11,Sat,16300,?? 2?,1,1,1,,,,,,,,,1,,,,,,,,,,,,,
2019-10-19 11:45,2019,10,19,11,Sat,18000,?? 3?,,,,1,1,1,,,,,,,,,,,,1,,,,,,,
2019-10-19 11:55,2019,10,19,11,Sat,15800,???,1,,,,2,,,,,,,,,,,,,,,,,,,,
2019-10-19 12:00,2019,10,19,12,Sat,18300,??,1,,1,,,,1,,,,,,,,1,,,1,,,,,,,
2019-10-19 12:49,2019,10,19,12,Sat,14800,???,1,1,,,,,,,,,,,,,,,,,,,1,,,,
2019-10-19 14:45,2019,10,19,14,Sat,14800,?? 2?,1,,,,,1,,,,,,,,,,,,1,,,,,,,
2019-10-19 15:56,2019,10,19,15,Sat,15800,????,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2019-10-19 16:20,2019,10,19,16,Sat,15100,?? 2?,1,,,,,,,1,,,1,,,,,,,,,,,,,,
2019-10-20 11:05,2019,10,20,11,Sun,14800,???,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2019-10-20 11:18,2019,10,20,11,Sun,18600,?? 2?,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-10-20 11:25,2019,10,20,11,Sun,19800,?? 1?,1,,,2,,,1,,,,,,,,1,,,,,,,,,,
2019-10-20 11:34,2019,10,20,11,Sun,28100,??,2,1,1,1,1,,1,,,,,,,,,,,,,,,,,,
2019-10-20 11:58,2019,10,20,11,Sun,16300,????,1,1,1,,,,1,,,,,,,,,,,,,,,,,,
2019-10-20 12:03,2019,10,20,12,Sun,17300,?? 2?,1,1,,2,,,,,,,,,,,,,,,,,,,,,
2019-10-20 12:49,2019,10,20,12,Sun,14300,???,1,,,,,,1,,,,,,,,,,,1,,,,,,,
2019-10-20 12:52,2019,10,20,12,Sun,16400,?? 3?,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-20 12:55,2019,10,20,12,Sun,35200,???,4,,,2,,,2,,,,,,,,,,,,,,,,,,
2019-10-20 14:24,2019,10,20,14,Sun,16100,?? 2?,2,,,,,,,,,,,,,1,,,,,,,,,,,
2019-10-20 14:59,2019,10,20,14,Sun,16400,??,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 11:19,2019,10,21,11,Mon,18300,??,1,1,,,,,1,1,,,,,,,,,,,,,,,,,
2019-10-21 11:27,2019,10,21,11,Mon,16300,???,1,,,1,,,1,,,,,,,,1,,,,,,,,,,
2019-10-21 11:34,2019,10,21,11,Mon,22800,??,1,1,,,1,,1,,,,,,,1,,,,,,,,,,,
2019-10-21 11:36,2019,10,21,11,Mon,20800,?? 2?,1,1,1,,1,,,,,,,,,,,,,,1,,,,,,
2019-10-21 11:27,2019,10,21,11,Mon,17300,???,1,,,1,,,,,,,,,,1,1,,,,,,,,,,
2019-10-21 11:47,2019,10,21,11,Mon,28600,????,2,,,2,,,,,,,,,,,,,,,,,,2,,,
2019-10-21 11:58,2019,10,21,11,Mon,47600,?? 2?,2,,,,5,,,,,,,3,,,,,,,,,,,,,
2019-10-21 12:36,2019,10,21,12,Mon,33700,?? 2?,4,1,,,2,,,,,,,,,,,,,,,,,,,,
2019-10-21 12:48,2019,10,21,12,Mon,15800,???,1,1,1,,,,,,,,,,,,,,,1,,,,,,,
2019-10-21 13:28,2019,10,21,13,Mon,14800,?? 3?,1,,,1,,,,,,,,,,1,,,,,,,,,,,
2019-10-21 13:47,2019,10,21,13,Mon,54700,???,9,,,,,,2,1,,,,,,,,,,,,,,,,,
2019-10-21 17:06,2019,10,21,17,Mon,16400,?? 1?,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-23 11:06,2019,10,23,11,Wed,15800,???,1,,,,1,,,1,,,,,,,,,,,,,,,,,
2019-10-23 11:17,2019,10,23,11,Wed,17300,??,1,,,1,,,2,,,,,,,,,,,,,,,,,,
2019-10-23 13:12,2019,10,23,13,Wed,23600,??,2,,,,,2,,,,,,,,,,,,1,,,,,,,
2019-10-23 13:56,2019,10,23,13,Wed,14500,?? 2?,,1,1,,,1,1,,,,,,,,,,,,,,,,,,
2019-10-24 11:03,2019,10,24,11,Thur,25300,??,1,2,,1,1,,1,,,,,,,,,,,,,,,,,,
2019-10-24 11:18,2019,10,24,11,Thur,18800,??,1,,,1,,,,,,,,,,1,,,1,,,,,,,,
2019-10-24 11:53,2019,10,24,11,Thur,21800,?? 1?,1,,,,,,3,,,,,,,1,,,,,,,,,,,
2019-10-24 12:35,2019,10,24,12,Thur,28300,???,1,,,,,,,,,,,1,,,,,,2,2,,,,,,
2019-10-24 12:59,2019,10,24,12,Thur,26900,??,3,,,3,,,,,,,,,,,,,,,,,,,,,
2019-10-24 13:35,2019,10,24,13,Thur,17300,?? 2?,1,,,,1,,1,,,,,,,,1,,,,,,,,,,
2019-10-24 11:06,2019,10,24,11,Thur,15100,?? 2?,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2019-10-24 14:06,2019,10,24,14,Thur,15800,?? 1?,1,,,,1,,,,,,,1,,,,,,,,,,,,,
2019-10-24 14:25,2019,10,24,14,Thur,21000,?? 3?,,,,,1,1,1,,,,,,,,1,,,,,,,1,,,
2019-10-24 16:35,2019,10,24,16,Thur,15300,???,1,,,,,1,,,,,,,,1,,,,,,,,,,,
2019-10-24 17:18,2019,10,24,17,Thur,14300,?? 2?,1,,,,,1,1,,,,,,,,,,,,,,,,,,
2019-10-25 11:15,2019,10,25,11,Fri,18300,???,1,,,,,,,,,,,,,2,1,,,,,,,,,,
2019-10-25 11:16,2019,10,25,11,Fri,27300,???,1,1,1,1,,,1,,,,,,,1,,,,,,,,,,,
2019-10-25 11:51,2019,10,25,11,Fri,22800,??,1,,,1,1,,1,,,,,,,,,,,,,,,1,,,
2019-10-25 12:31,2019,10,25,12,Fri,14300,?? 3?,1,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-10-25 12:33,2019,10,25,12,Fri,15000,?? 3?,,,,,,,,1,,,,1,,,,,,1,,,,,,,
2019-10-25 13:45,2019,10,25,13,Fri,17500,?? 1?,,,,2,,1,,,,,,1,,,,,,,,,,,,,
2019-10-25 14:16,2019,10,25,14,Fri,18600,???,2,,,,,,,,,,,,,,1,,,,1,,,,,,
2019-10-26 11:03,2019,10,26,11,Sat,14800,?? 3?,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-26 11:54,2019,10,26,11,Sat,25800,???,2,,,,1,,1,,,,,,,,1,,,,,,,1,,,
2019-10-26 12:07,2019,10,26,12,Sat,14800,?? 3?,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-26 12:47,2019,10,26,12,Sat,17300,???,1,1,,2,,,,,,,,,,,,,,,,,,,,,
2019-10-26 12:47,2019,10,26,12,Sat,20600,?? 2?,2,,,,1,,,,,,,1,,,,,,,,,,,,,
2019-10-26 12:52,2019,10,26,12,Sat,20100,?? 3?,2,,,1,,,,,,,,,1,,,,,,,,,,,,
2019-10-26 13:04,2019,10,26,13,Sat,15100,???,2,1,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 23:02,2019,10,27,23,Sun,35600,??,7,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 11:02,2019,10,27,11,Sun,16000,?? 1?,,,,2,,,2,,,,,,,,,,,,,,,,,,
2019-10-27 11:18,2019,10,27,11,Sun,14800,?? 2?,1,,,,,2,,,,,,,,,,,,,,,,,,,
